Object Name,Time,PosX,PosY,PosZ,,,
RIPS,1841.939,-1.072686,0.8095518,-2.111289
RIPS,1841.95,-1.072678,0.8095289,-2.111254
RIPS,1841.954,-1.072707,0.8095698,-2.111216
RIPS,1841.962,-1.072694,0.8095452,-2.111187
RIPS,1841.971,-1.072701,0.809496,-2.111175
RIPS,1841.979,-1.072652,0.8095068,-2.111263
RIPS,1841.987,-1.072653,0.8094326,-2.111293
RIPS,1841.995,-1.07278,0.8094082,-2.111262
RIPS,1842.004,-1.072782,0.8093919,-2.111317
RIPS,1842.012,-1.072812,0.8093931,-2.111386
RIPS,1842.02,-1.072817,0.8093514,-2.11144
RIPS,1842.031,-1.072819,0.8093563,-2.111469
RIPS,1842.037,-1.072694,0.8092999,-2.111495
RIPS,1842.047,-1.072704,0.8092666,-2.111503
RIPS,1842.055,-1.072684,0.8092586,-2.111538
RIPS,1842.062,-1.072605,0.8092296,-2.111629
RIPS,1842.07,-1.07261,0.8091843,-2.111616
RIPS,1842.079,-1.072547,0.8091875,-2.111492
RIPS,1842.087,-1.072473,0.8091328,-2.111463
RIPS,1842.095,-1.072469,0.8091349,-2.1114
RIPS,1842.104,-1.072534,0.8090758,-2.111281
RIPS,1842.112,-1.072518,0.8090459,-2.111281
RIPS,1842.127,-1.072519,0.8090529,-2.111266
RIPS,1842.134,-1.072548,0.8090424,-2.111352
RIPS,1842.144,-1.072617,0.8090271,-2.111375
RIPS,1842.152,-1.07256,0.8090324,-2.111411
RIPS,1842.16,-1.072588,0.8090835,-2.111438
RIPS,1842.169,-1.072582,0.8091126,-2.111456
RIPS,1842.177,-1.072512,0.8090657,-2.11145
RIPS,1842.185,-1.072427,0.8091328,-2.111503
RIPS,1842.193,-1.072436,0.8091445,-2.111475
RIPS,1842.202,-1.072366,0.8091671,-2.11148
RIPS,1842.211,-1.072362,0.8092011,-2.111444
RIPS,1842.218,-1.072384,0.8091527,-2.111433
RIPS,1842.227,-1.072361,0.8091461,-2.11139
RIPS,1842.235,-1.072362,0.8091541,-2.111348
RIPS,1842.244,-1.072337,0.8091471,-2.11134
RIPS,1842.253,-1.072333,0.8091715,-2.111334
RIPS,1842.26,-1.072343,0.8092361,-2.111258
RIPS,1842.268,-1.072371,0.8092231,-2.111269
RIPS,1842.276,-1.072367,0.8092229,-2.111258
RIPS,1842.285,-1.07232,0.8092372,-2.111349
RIPS,1842.293,-1.072322,0.8091672,-2.111363
RIPS,1842.302,-1.072302,0.8091638,-2.111423
RIPS,1842.31,-1.072339,0.8090847,-2.111408
RIPS,1842.318,-1.072445,0.8091044,-2.111383
RIPS,1842.327,-1.072471,0.8090906,-2.111383
RIPS,1842.335,-1.07247,0.8091084,-2.111391
RIPS,1842.343,-1.072471,0.8091204,-2.111421
RIPS,1842.352,-1.072468,0.8091833,-2.11141
RIPS,1842.36,-1.072373,0.8091443,-2.111434
RIPS,1842.369,-1.072381,0.809094,-2.111385
RIPS,1842.377,-1.07235,0.8091413,-2.111347
RIPS,1842.385,-1.072365,0.8091351,-2.111275
RIPS,1842.393,-1.072372,0.8090822,-2.111189
RIPS,1842.402,-1.072415,0.8090791,-2.111156
RIPS,1842.411,-1.072398,0.8090385,-2.111093
RIPS,1842.419,-1.072414,0.8090392,-2.111066
RIPS,1842.427,-1.072412,0.8090398,-2.111123
RIPS,1842.435,-1.072477,0.809059,-2.111072
RIPS,1842.443,-1.072489,0.8090649,-2.111028
RIPS,1842.453,-1.072553,0.8090827,-2.111058
RIPS,1842.46,-1.072604,0.8091307,-2.111044
RIPS,1842.468,-1.072628,0.8091774,-2.11108
RIPS,1842.476,-1.07267,0.809181,-2.111084
RIPS,1842.485,-1.072645,0.8092309,-2.111104
RIPS,1842.494,-1.072664,0.8092065,-2.111155
RIPS,1842.502,-1.072636,0.8092463,-2.111255
RIPS,1842.511,-1.07263,0.8092813,-2.111303
RIPS,1842.519,-1.072657,0.8093036,-2.111344
RIPS,1842.528,-1.072577,0.8093202,-2.11132
RIPS,1842.537,-1.072551,0.8093518,-2.111317
RIPS,1842.545,-1.072542,0.8093494,-2.111344
RIPS,1842.553,-1.072556,0.8094465,-2.111246
RIPS,1842.562,-1.07255,0.8094192,-2.111192
RIPS,1842.572,-1.072595,0.8094335,-2.111152
RIPS,1842.579,-1.072643,0.8094296,-2.111111
RIPS,1842.587,-1.072699,0.809427,-2.111134
RIPS,1842.596,-1.072702,0.8094228,-2.11113
RIPS,1842.604,-1.072725,0.8094478,-2.111186
RIPS,1842.613,-1.07275,0.8094397,-2.111219
RIPS,1842.621,-1.072755,0.8094898,-2.111291
RIPS,1842.629,-1.072752,0.8094935,-2.111353
RIPS,1842.637,-1.072802,0.8095399,-2.111411
RIPS,1842.646,-1.07285,0.8095481,-2.111468
RIPS,1842.654,-1.072867,0.8095598,-2.111501
RIPS,1842.662,-1.072917,0.8095526,-2.111521
RIPS,1842.671,-1.072984,0.8095485,-2.111542
RIPS,1842.679,-1.072955,0.8096073,-2.111509
RIPS,1842.687,-1.073003,0.809634,-2.111466
RIPS,1842.695,-1.072999,0.8097196,-2.111429
RIPS,1842.704,-1.073006,0.8097277,-2.111393
RIPS,1842.712,-1.072992,0.8097914,-2.111366
RIPS,1842.72,-1.072928,0.8097487,-2.111304
RIPS,1842.73,-1.072877,0.8097824,-2.11137
RIPS,1842.737,-1.07287,0.8098606,-2.111349
RIPS,1842.745,-1.072872,0.8098332,-2.111329
RIPS,1842.754,-1.072945,0.8097572,-2.111199
RIPS,1842.762,-1.072925,0.8096983,-2.111209
RIPS,1842.771,-1.072996,0.8096085,-2.111224
RIPS,1842.779,-1.072957,0.8095915,-2.111311
RIPS,1842.787,-1.072915,0.8095542,-2.111393
RIPS,1842.796,-1.073079,0.8095143,-2.111593
RIPS,1842.804,-1.07299,0.8094683,-2.111721
RIPS,1842.813,-1.072952,0.8093807,-2.111847
RIPS,1842.82,-1.072918,0.8092975,-2.112034
RIPS,1842.829,-1.072901,0.8091397,-2.112142
RIPS,1842.838,-1.072909,0.8089408,-2.11222
RIPS,1842.845,-1.072888,0.8087093,-2.112166
RIPS,1842.854,-1.072795,0.8084494,-2.112153
RIPS,1842.862,-1.072839,0.8081967,-2.112178
RIPS,1842.87,-1.072847,0.8079019,-2.112123
RIPS,1842.879,-1.072805,0.8075796,-2.112126
RIPS,1842.887,-1.072783,0.8073578,-2.112131
RIPS,1842.895,-1.072759,0.8071364,-2.112191
RIPS,1842.904,-1.072696,0.8068473,-2.11218
RIPS,1842.912,-1.072632,0.806715,-2.112266
RIPS,1842.92,-1.072771,0.8065007,-2.112245
RIPS,1842.929,-1.072773,0.8062786,-2.112287
RIPS,1842.937,-1.072801,0.8061135,-2.112329
RIPS,1842.945,-1.072911,0.8058898,-2.112387
RIPS,1842.954,-1.07291,0.8055744,-2.112458
RIPS,1842.962,-1.072925,0.8053505,-2.112539
RIPS,1842.971,-1.073032,0.8050571,-2.112594
RIPS,1842.979,-1.073042,0.8048106,-2.112649
RIPS,1842.987,-1.072937,0.8045743,-2.112859
RIPS,1842.995,-1.072893,0.8043632,-2.113078
RIPS,1843.004,-1.072778,0.8042154,-2.113289
RIPS,1843.013,-1.072733,0.8041619,-2.113542
RIPS,1843.021,-1.072722,0.8040001,-2.113659
RIPS,1843.029,-1.072736,0.8038847,-2.113764
RIPS,1843.038,-1.072724,0.803836,-2.11371
RIPS,1843.046,-1.072748,0.8037775,-2.113694
RIPS,1843.055,-1.072814,0.8036051,-2.113605
RIPS,1843.062,-1.072823,0.8035378,-2.11364
RIPS,1843.07,-1.072853,0.8033447,-2.113478
RIPS,1843.079,-1.072912,0.8033175,-2.113458
RIPS,1843.087,-1.072921,0.8032733,-2.113453
RIPS,1843.095,-1.072974,0.8032039,-2.113406
RIPS,1843.104,-1.072996,0.8031486,-2.113455
RIPS,1843.112,-1.072989,0.8032179,-2.113523
RIPS,1843.121,-1.072938,0.8032055,-2.113719
RIPS,1843.129,-1.072977,0.8031583,-2.113815
RIPS,1843.138,-1.07298,0.8032288,-2.114042
RIPS,1843.145,-1.07298,0.8032403,-2.114143
RIPS,1843.154,-1.073019,0.8032114,-2.114227
RIPS,1843.162,-1.073109,0.803189,-2.114275
RIPS,1843.171,-1.073131,0.803159,-2.114287
RIPS,1843.179,-1.073179,0.8029649,-2.11418
RIPS,1843.187,-1.073277,0.8028722,-2.114118
RIPS,1843.195,-1.07337,0.8027861,-2.114099
RIPS,1843.204,-1.073382,0.8026596,-2.114028
RIPS,1843.213,-1.073413,0.8026478,-2.113986
RIPS,1843.22,-1.073411,0.8025339,-2.113972
RIPS,1843.229,-1.073434,0.8024238,-2.113958
RIPS,1843.238,-1.073414,0.8024198,-2.114028
RIPS,1843.245,-1.073329,0.8023417,-2.114163
RIPS,1843.254,-1.073296,0.8022184,-2.114334
RIPS,1843.262,-1.073247,0.8021312,-2.114485
RIPS,1843.27,-1.073297,0.8020335,-2.114624
RIPS,1843.279,-1.07329,0.8018492,-2.114755
RIPS,1843.287,-1.073229,0.8017476,-2.114813
RIPS,1843.295,-1.073228,0.8015943,-2.11483
RIPS,1843.304,-1.073253,0.8014894,-2.114889
RIPS,1843.312,-1.073281,0.8014312,-2.114881
RIPS,1843.32,-1.073272,0.8013121,-2.11483
RIPS,1843.329,-1.073323,0.8012561,-2.114906
RIPS,1843.337,-1.073291,0.8011774,-2.114996
RIPS,1843.345,-1.073336,0.8010947,-2.115078
RIPS,1843.354,-1.07331,0.8009961,-2.115154
RIPS,1843.362,-1.073333,0.8009148,-2.115232
RIPS,1843.371,-1.07337,0.8007975,-2.115299
RIPS,1843.379,-1.073517,0.8006781,-2.115311
RIPS,1843.387,-1.073531,0.8005876,-2.115365
RIPS,1843.395,-1.073559,0.8004393,-2.115376
RIPS,1843.404,-1.073577,0.8003154,-2.115443
RIPS,1843.413,-1.073538,0.8003523,-2.115484
RIPS,1843.421,-1.073408,0.8002934,-2.115611
RIPS,1843.428,-1.073425,0.8002185,-2.115646
RIPS,1843.438,-1.073233,0.8001909,-2.11574
RIPS,1843.445,-1.073213,0.8001283,-2.11577
RIPS,1843.454,-1.073249,0.8000408,-2.115786
RIPS,1843.462,-1.073325,0.8000035,-2.115801
RIPS,1843.47,-1.073322,0.799916,-2.115802
RIPS,1843.479,-1.073424,0.7999284,-2.115808
RIPS,1843.487,-1.07344,0.7999359,-2.115849

